gene_name	chr	bp
MTND4LP18	11	81552226
MTND6P25	11	81556425
MIR4300	11	81890836
MIR4300HG	11	82403905
RPS28P7	11	82689559
FAM181B	11	82733864
LINC02734	11	82781479
RBMXP3	11	82805354
EIF2S2P6	11	82835509
PRCP	11	82900437
DDIAS	11	82901733
RPL7AP54	11	82957423
SNORA70E	11	83041598
RAB30	11	83071771
RAB30-DT	11	83072098
LINC02951	11	83097196
COX5BP4	11	83106961
C1DP5	11	83111442
BCAS2P1	11	83132056
PCF11	11	83157143
PCF11-AS1	11	83187036
ANKRD42-DT	11	83193663
ANKRD42	11	83193876
CKS1BP4	11	83209399
RPL32P24	11	83213005
CCDC90B	11	83285994
CCDC90B-AS1	11	83286359
CYCSP28	11	83328926
DLG2-AS2	11	83645757
LDHAL6DP	11	83815263
DLG2	11	84377585
HNRNPA1P72	11	84546846
HNRNPCP6	11	85021655
RNU6-1292P	11	85509938
TMEM126B	11	85628603
TMEM126A	11	85647982
CREBZF	11	85665064
CCDC89	11	85686195
SYTL2	11	85722045
CCDC83	11	85864296
SLC25A1P1	11	85934737
PICALM	11	86069066
RNU6-560P	11	86153227
LINC02695	11	86193679
FNTAP1	11	86195132
EED	11	86245228
MIR6755	11	86278333
SETP17	11	86294760
HIKESHI	11	86302230
RN7SL225P	11	86324309
CCDC81	11	86395152
PTP4A1P6	11	86432098
ME3	11	86672378
PRSS23	11	86800531
MOB4P2	11	86821728
OR7E13P	11	86833449
OR7E2P	11	86857947
PRSS23-AS1	11	86925037
FZD4	11	86955395
FZD4-DT	11	86955964
HNRNPCP8	11	87024583
TMEM135	11	87037940
XIAPP2	11	87096585
PSMA2P1	11	87330052
RNU6-1135P	11	87606783
LINC02711	11	87719442
MTCYBP41	11	87816157
RAB38	11	88175437
MIR3166	11	88176502
CTSC	11	88337736
GAPDHP70	11	88409223
GRM5-AS1	11	88508162
RNU6-16P	11	88612911
GRM5	11	89063664
TYR	11	89177893
CBX3P7	11	89294246
NOX4	11	89491360
H3P34	11	89499198
FOLH1B	11	89639237
UBTFL10	11	89700764
TRIM77	11	89710474
UBTFL2	11	89753975
TRIM64DP	11	89776981
ANKRD33BP7	11	89785945
TRIM49	11	89807897
TRIM53BP	11	89841997
TRIM51BP	11	89854953
ANKRD33BP8	11	89865550
TRIM64B	11	89878487
MTND1P35	11	89908540
TRIM49D1	11	89921767
TRIM49D2	11	89925413
TRIM64	11	89966037
ANKRD33BP9	11	89978540
TRIM51EP	11	89989559
TRIM53AP	11	89999741
TRIM49C	11	90031106
ANKRD33BP10	11	90053736
TRIM64EP	11	90062999
UBTFL1	11	90085950
NAALAD2	11	90134703
CHORDC1	11	90223042
TUBAP2	11	90282560
DISC1FP1	11	90491719
MIR4490	11	90555857
MIR1261	11	90869202
OSBPL9P2	11	91115951
OSBPL9P3	11	91115961
LINC02748	11	91157994
LINC02756	11	91794345
TUBB4BP4	11	91950034
RPL7AP57	11	92161106
NDUFB11P1	11	92336496
FAT3	11	92355186
PGAM1P9	11	92367250
RPS3AP42	11	92498935
EEF1A1P49	11	92914603
LINC02746	11	92915644
SNRPGP16	11	92937441
MTNR1B	11	92969726
RPL26P31	11	93052827
SLC36A4	11	93197879
DEUP1	11	93330693
SRP14P2	11	93535468
SMCO4	11	93537926
RN7SL223P	11	93556913
CEP295	11	93695530
SCARNA9	11	93721513
SNORA25	11	93730646
SNORA32	11	93731099
SNORD6	11	93731574
SNORA1	11	93732133
SNORA8	11	93732499
SNORD5	11	93733300
SNORA18	11	93733597
MIR1304	11	93733764
SNORA40	11	93735236
TAF1D	11	93736967
C11orf54	11	93741680
MED17	11	93784401
VSTM5	11	93836345
HPRT1P3	11	93999218
HEPHL1	11	94021354
PHB1P16	11	94055972
PANX1	11	94128841
ARPC3P3	11	94188997
IZUMO1R	11	94305592
GPR83	11	94401405
MIR548L	11	94466580
MRE11	11	94493843
ANKRD49	11	94494018
C11orf97	11	94512486
FUT4	11	94543921
PIWIL4	11	94567368
LINC02700	11	94641003
PIWIL4-AS1	11	94740333
AMOTL1	11	94768349
ST13P11	11	94913047
CWC15	11	94973578
KDM4D	11	94973823
KDM4E	11	95025258
SRSF8BP	11	95037482
KDM4F	11	95048782
SRSF8	11	95067488
ENDOD1	11	95089831
BUD13P1	11	95143637
LNCRNA-IUR	11	95151732
SESN3	11	95232496
FAM76B	11	95789588
CEP57	11	95790531
RNA5SP345	11	95840124
MTMR2	11	95923864
RPL32P25	11	95963219
MIR1260B	11	96341438
MAML2	11	96343195
CCDC82	11	96389866
JRKL	11	96390013
RNA5SP346	11	96474692
JRKL-AS1	11	96507013
LINC02737	11	96508443
AKTIPP3	11	96643225
MED28P5	11	97000711
LINC02553	11	97259987
RNA5SP347	11	97657464
LINC02713	11	97957071
RN7SKP53	11	99120176
CNTN5	11	99556139
RPA2P3	11	100336856
RN7SL222P	11	100642273
PPIAP43	11	100666459
ARHGAP42-AS1	11	100687955
ARHGAP42	11	100770366
RN7SKP115	11	100839630
PGR-AS1	11	101127708
PGR	11	101128079
MTMR12P1	11	101208905
MIR3920	11	101519905
TRPC6	11	101583908
KIAA1191P2	11	101594020
PLS1P1	11	101769961
ANGPTL5	11	101907980
CEP126	11	101915038
CFAP300	11	102047456
RNA5SP535	11	102057854
YAP1-DT	11	102110457
YAP1	11	102110692
RNU6-952P	11	102313722
BIRC3	11	102317532
BIRC2	11	102347247
TMEM123	11	102452552
TMEM123-DT	11	102452866
MMP7	11	102530796
MMP20-AS1	11	102607068
MMP20	11	102607850
MMP27	11	102705769
MMP8	11	102724952
WTAPP1	11	102765390
MMP10	11	102780628
MMP1	11	102793848
MMP3	11	102843607
MMP12	11	102874982
BOLA3P1	11	102880492
RNU7-159P	11	102903953
MMP13	11	102955718
RPL21P96	11	103045237
DCUN1D5	11	103092160
DYNC2H1	11	103204911
MTCO3P15	11	103402586
MTATP6P15	11	103403422
MTCO2P15	11	103404167
MTCO1P15	11	103405834
MTND2P26	11	103407241
MTND1P36	11	103408376
PDGFDDN	11	103803140
MIR4693	11	103849906
DDI1	11	104036640
PDGFD	11	104164078
LINC02552	11	104609336
CASP12	11	104898438
CASP4LP	11	104918163
CASP4	11	104968547
CASP5	11	105023148
CASP1	11	105035143
CARD16	11	105045327
CASP1P2	11	105071541
CARD17P	11	105101414
CASP1P1	11	105123339
CARD18	11	105139769
OR2AL1P	11	105194946
GRIA4	11	105610458
HSPD1P13	11	105706299
RNU4-55P	11	105824634
RNU6-277P	11	105974931
MSANTD4	11	106022231
KBTBD3	11	106077346
AASDHPPT	11	106077627
AASDHPPT-AS1	11	106101948
LINC02719	11	106132116
GUCY1A2	11	107018445
ASS1P13	11	107176286
SMARCE1P1	11	107404589
CWF19L2	11	107457819
ALKBH8	11	107565726
ELMOD1	11	107591406
METTL5P4	11	107600868
SLN	11	107715857
SLC35F2	11	107858805
RAB39A	11	107928448
CUL5	11	108008920
ACAT1	11	108121593
NPAT	11	108196408
ATM	11	108233281
C11orf65	11	108465071
POGLUT3	11	108491217
EXPH5	11	108560165
DDX10	11	108665122
RPS2P39	11	108690956
CYCSP29	11	108822650
RNU6-654P	11	109005517
RNA5SP349	11	109120986
C11orf87	11	109422763
LINC02715	11	109823873
TFAMP2	11	109907741
RPSAP50	11	109982192
ZC3H12C	11	110131004
RDX	11	110292447
LINC02732	11	110355224
FDX1	11	110429948
ARHGAP20	11	110712437
HNRNPA1P60	11	110788976
RNA5SP350	11	111040208
RPS17P15	11	111105895
LINC02550	11	111179641
POU2AF2	11	111250893
POU2AF3	11	111298840
COLCA1	11	111300037
MIR4491	11	111347757
RNU2-60P	11	111383092
POU2AF1	11	111398598
MIR34BHG	11	111510594
BTG4	11	111512354
MIR34B	11	111512938
MIR34C	11	111513439
HOATZ	11	111514782
LAYN	11	111540713
SIK2	11	111602428
RN7SKP273	11	111683111
PPP2R1B	11	111766376
ALG9-IT1	11	111829212
GNG5P3	11	111864254
ALG9	11	111871283
FDXACB1	11	111879311
CFAP68	11	111879542
RPL37AP8	11	111889474
HSPB2	11	111912446
HSPB2-C11orf52	11	111912739
CRYAB	11	111913155
C11orf52	11	111918955
RNA5SP351	11	111928400
DIXDC1	11	111977107
DLAT	11	112025428
PPIHP1	11	112030367
RNU6-893P	11	112032598
PIH1D2	11	112074015
NKAPD1	11	112074299
TIMM8B	11	112086756
SDHD	11	112086873
IL18	11	112164093
TEX12	11	112168180
BCO2	11	112175539
KCTD9P4	11	112180773
MRPS36P4	11	112208601
RPS12P21	11	112218326
PTS	11	112226430
RPS6P16	11	112236025
PLET1	11	112260860
ST13P10	11	112268371
LINC02762	11	112289949
RNU6-44P	11	112352662
RPL23AP62	11	112461920
LINC02764	11	112555810
LINC02763	11	112601412
NCAM1-AS2	11	112962425
RNU7-187P	11	112977353
NCAM1	11	113231380
NCAM1-AS1	11	113273933
TTC12-DT	11	113314475
TTC12	11	113314898
ANKK1	11	113390706
DRD2	11	113447721
MIR4301	11	113450088
TMPRSS5	11	113706308
MTRF1LP1	11	113711720
RPS29P19	11	113751286
ZW10	11	113773729
CLDN25	11	113779796
ATF4P4	11	113790318
LRRC37A13P	11	113791466
ISG20L2P2	11	113821885
RNU6-1107P	11	113859346
USP28	11	113875532
HTR3B	11	113908992
HTR3A	11	113975160
ZBTB16	11	114059945
NNMT	11	114295063
C11orf71	11	114400464
RBM7	11	114400630
REXO2	11	114439495
NXPE2P1	11	114513431
NXPE1	11	114559876
NXPE4	11	114595783
NXPE2	11	114678527
CADM1	11	115272184
CADM1-AS1	11	115396820
RPL12P46	11	115578049
LINC02698	11	115659140
LINC00900	11	115760285
LINC02703	11	115920268
RPL15P15	11	115950801
LINC02151	11	116460784
LINC02702	11	116639443
BUD13	11	116772985
BUD13-DT	11	116773389
ZPR1	11	116788003
APOA5	11	116792405
LNC-RHL1	11	116814101
APOA4	11	116823304
APOC3	11	116829798
APOA1-AS	11	116836141
APOA1	11	116837624
RNY4P6	11	117015897
RPS27P19	11	117036051
SIK3	11	117098422
PAFAH1B2	11	117144308
SIDT2	11	117182098
TAGLN	11	117199398
PCSK7	11	117232035
RNF214	11	117232720
BACE1-AS	11	117289792
BACE1	11	117297666
CEP164	11	117336522
PRR13P3	11	117336631
DSCAML1	11	117797259
FXYD2	11	117824830
FXYD6-AS1	11	117833893
FXYD6-FXYD2	11	117876647
FXYD6	11	117876689
TMPRSS13	11	117929397
IL10RA	11	117986420
RN7SL828P	11	118067237
TMPRSS4	11	118077085
SMIM35	11	118086963
SCN4B	11	118145566
SCN2B	11	118174184
HSPE1P18	11	118209211
JAML	11	118224093
MPZL3	11	118252347
MPZL2	11	118264294
CD3E	11	118304821
CD3D	11	118342631
CD3G	11	118344360
UBE4A	11	118359632
ATP5MG	11	118401608
KMT2A	11	118482423
TTC36	11	118527472
TTC36-AS1	11	118530632
TMEM25	11	118531208
RPL5P30	11	118560690
IFT46	11	118565928
ARCN1	11	118572409
RNU6-1157P	11	118593988
PHLDB1	11	118609742
MIR6716	11	118644000
TREH	11	118679658
TREHP1	11	118690599
RNU6-376P	11	118702342
DDX6	11	118791149
COX7CP3	11	118821895
SETP16	11	118834556
CXCR5	11	118883892
MIR4492	11	118910708
BCL9L	11	118911788
RN7SL688P	11	118931216
UPK2	11	118940731
FOXR1	11	118971761
CENATAC-DT	11	118997304
CENATAC	11	118998185
RPL23AP64	11	119003446
RPS25	11	119018653
TRAPPC4	11	119018790
SLC37A4	11	119030176
HYOU1-AS1	11	119044188
HYOU1	11	119057130
VPS11-DT	11	119067678
VPS11	11	119067823
HMBS	11	119084914
H2AX	11	119095457
DPAGT1	11	119101856
C2CD2L	11	119107353
HINFP	11	119121611
ABCG4	11	119149513
NLRX1	11	119168747
NHERF4	11	119185481
DRC12	11	119195815
CBL	11	119206340
RNU6-262P	11	119289677
MIR6756	11	119313012
MCAM	11	119317132
RNF26	11	119334527
C1QTNF5	11	119340840
MFRP	11	119346617
USP2	11	119376476
USP2-AS1	11	119381799
THY1-AS1	11	119417951
THY1	11	119423176
DUXAP5	11	119445519
KRT8P7	11	119604306
RNU6-1123P	11	119656311
NECTIN1	11	119687357
NECTIN1-AS1	11	119709920
NECTIN1-DT	11	119729534
LINC02744	11	119994725
TRIM29	11	120125578
OAF	11	120211301
POU2F3-AS1	11	120265932
POU2F3	11	120300903
TLCD5	11	120325303
ARHGEF12	11	120395627
GRIK4	11	120511793
ELOCP22	11	120620267
HMGB1P42	11	120936654
TBCEL	11	121031965
TBCEL-TECTA	11	121034932
TECTA	11	121116315
TRPC6P5	11	121238304
RPS4XP12	11	121250978
SC5D	11	121292803
BMPR1AP2	11	121362865
SORL1-AS1	11	121452720
SORL1	11	121576799
RNU6-256P	11	122004355
MIR125B1	11	122099844
BLID	11	122116215
MIRLET7A2	11	122146593
MIR100	11	122152308
MIR100HG	11	122207692
RNU4ATAC10P	11	122449210
RNU4ATAC5P	11	122451474
RNU6-592P	11	122579307
GLULP3	11	122614486
UBASH3B	11	122774865
CRTAM	11	122850401
JHY	11	122882893
RNU4-23P	11	122927034
ATP5PBP5	11	122960327
BSX	11	122981834
SAE1P1	11	123017638
RPL34P23	11	123035867
RPS26P43	11	123050353
RPL31P47	11	123051161
SNORD14E	11	123058161
SNORD14D	11	123058995
SNORD14C	11	123059422
HSPA8	11	123062124
CLMP	11	123195248
LINC02727	11	123314800
PHB1P17	11	123340714
MIR4493	11	123381512
GRAMD1B	11	123467698
SF3A3P2	11	123599452
SCN3B	11	123654607
ZNF202	11	123741652
OR6X1	11	123754518
RNU1-21P	11	123763927
OR6M1	11	123806349
OR6M2P	11	123841876
OR6M3P	11	123862521
TMEM225	11	123885651
OR8D4	11	123904156
OR4D5	11	123939617
OR6T1	11	123943838
OR10S1	11	123977781
OR10G6	11	123995161
OR10G5P	11	124009655
OR10G4	11	124012997
OR10G9	11	124023013
OR10G8	11	124028194
OR10G7	11	124041325
OR10D5P	11	124054793
OR10D4P	11	124094532
OR10N1P	11	124105968
VWA5A	11	124115450
OR10D1P	11	124158421
OR10D3	11	124184244
OR8F1P	11	124207183
OR8G3	11	124211707
OR8G2P	11	124224732
OR8G7P	11	124238420
OR8G1	11	124241095
OR8G5	11	124260590
SLC5A4P1	11	124273970
OR8D1	11	124313949
OR8D2	11	124320197
OR8B7P	11	124325789
OR8B6P	11	124339662
OR8B5P	11	124358469
OR8B1P	11	124366551
OR8C1P	11	124377801
OR8B2	11	124384499
OR8B3	11	124399024
OR8X1P	11	124405102
OR8B4	11	124424871
OR8B8	11	124443427
OR8A2P	11	124460534
OR8B9P	11	124481923
OR8B10P	11	124517242
OR8A3P	11	124531625
OR8B12	11	124544493
OR8A1	11	124569997
OR8Q1P	11	124601584
PANX3	11	124611428
TBRG1	11	124622882
RNA5SP352	11	124636459
SIAE	11	124673827
SPA17	11	124673910
NRGN	11	124739942
NRGN-AS1	11	124746855
VSIG2	11	124752244
ESAM	11	124762285
ESAM-AS1	11	124762401
MSANTD2	11	124800383
MSANTD2-AS1	11	124800587
ROBO3	11	124876816
ROBO4	11	124897846
HEPN1	11	124919250
HEPACAM	11	124936345
CCDC15-DT	11	124954036
CCDC15	11	124954201
SLC37A2	11	125063335
TMEM218	11	125111612
KRT18P59	11	125113569
PKNOX2-DT	11	125164609
PKNOX2	11	125164735
PKNOX2-AS1	11	125266798
RNU6-321P	11	125277552
FEZ1	11	125496238
EI24	11	125569478
RNU6-1156P	11	125574719
STT3A	11	125592907
CHEK1	11	125626009
RNU2-35P	11	125649746
ACRV1	11	125680847
PATE1	11	125746294
PATE2	11	125778819
PATE3	11	125788127
PATE4	11	125833316
LINC03136	11	125874463
HYLS1	11	125887588
PUS3	11	125903213
DDX25	11	125904514
DDX25-AS1	11	125938916
VSIG10L2	11	125948924
CDON	11	126062643
NAP1L1P1	11	126067539
RPUSD4	11	126211630
FAM118B	11	126211775
RNU4-86P	11	126214478
RN7SL351P	11	126245035
SRPRA	11	126268899
FOXRED1	11	126269168
RPL35AP26	11	126278577
TIRAP	11	126283093
DCPS	11	126304065
TIRAP-AS1	11	126304320
GSEC	11	126355569
ST3GAL4	11	126361615
KIRREL3-AS1	11	126543947
KIRREL3-AS4	11	126655985
KIRREL3-AS2	11	126940748
MIR3167	11	126988542
KIRREL3	11	127000645
KIRREL3-AS3	11	127002910
LINC02712	11	127271102
RN7SKP121	11	127406332
RN7SKP279	11	127407851
DNAJB6P1	11	127941654
LINC02725	11	128095922
LINC02098	11	128208773
MIR6090	11	128522390
ETS1-AS1	11	128526142
ETS1	11	128587523
FLI1	11	128693984
SENCR	11	128695995
KCNJ1	11	128867296
KCNJ5	11	128891469
KCNJ5-AS1	11	128906013
TP53AIP1	11	128943035
RNU6-876P	11	128993340
ARHGAP32	11	129066813
RNU6-874P	11	129202966
ZNF123P	11	129296481
BARX2	11	129406011
RPS27P20	11	129537869
LINC01395	11	129617269
TMEM45B	11	129815860
NFRKB	11	129895557
PRDM10	11	130002794
PRDM10-DT	11	130002962
ELOBP2	11	130033220
APLP2	11	130069899
RPL34P21	11	130082781
ST14	11	130159800
NDUFAF2P2	11	130285833
DDX18P5	11	130295641
RN7SL778P	11	130310180
ZBTB44	11	130314643
ZBTB44-DT	11	130315011
ADAMTS8	11	130428546
ADAMTS15	11	130448645
BAK1P2	11	130547429
LINC02873	11	130631329
MIR8052	11	130666735
PPP1R10P1	11	130791025
LINC02551	11	130862099
SNX19	11	130908346
RN7SL167P	11	131004429
RNU6ATAC12P	11	131385249
NTM-AS2	11	131540744
NTM-AS1	11	131663608
NTM-AS3	11	131897220
NTM	11	131911441
NTM-IT	11	132284302
OPCML-IT2	11	132860077
OPCML	11	132943768
OPCML-IT1	11	133366080
LINC02743	11	133810334
SPATA19	11	133845525
MIR4697	11	133898581
IGSF9B	11	133946292
LINC02730	11	134026943
LINC02731	11	134032681
JAM3	11	134069071
PTP4A2P2	11	134124329
NCAPD3	11	134223967
VPS26B	11	134224678
THYN1	11	134253350
ACAD8	11	134253566
GLB1L3	11	134276382
GLB1L2	11	134346390
B3GAT1	11	134410891
B3GAT1-DT	11	134436478
LINC02706	11	134712394
LINC02714	11	134762042
LINC02697	11	134950708
LINC02717	11	135007841
LINC02684	11	135075903
DDX11L8	12	12310
WASH8P	12	32015
FAM138D	12	38117
IQSEC3-AS2	12	111964
IQSEC3	12	168978
IQSEC3-AS1	12	182407
SLC6A12-AS1	12	203796
SLC6A12	12	213669
SLC6A13	12	237775
KDM5A	12	334328
CCDC77	12	401634
B4GALNT3	12	541790
RNU7-103P	12	589589
NINJ2-AS1	12	642677
NINJ2	12	653565
LINC02455	12	716606
RNU4ATAC16P	12	781133
WNK1	12	861124
RAD52	12	949649
ERC1	12	991267
HTR1DP1	12	1153059
LINC00942	12	1500481
FBXL14	12	1594191
WNT5B	12	1629550
MIR3649	12	1660380
ADIPOR2	12	1691048
RPS4XP14	12	1758011
CACNA2D4	12	1811780
LRTM2	12	1820574
LINC00940	12	1936574
DCP1B	12	2004445
CACNA1C-IT1	12	2018213
CACNA1C	12	2053563
CACNA1C-AS4	12	2223463
CACNA1C-IT3	12	2269714
CACNA1C-AS3	12	2607440
LINC02371	12	2740056
IQSEC3P1	12	2753132
RPL23AP14	12	2781904
CBX3P4	12	2787582
FKBP4	12	2795026
ITFG2-AS1	12	2796306
ITFG2	12	2817230
NRIP2	12	2835536
TEX52	12	2857039
FOXM1	12	2877105
RHNO1	12	2877208
TULP3	12	2890894
RNU6-1315P	12	2954338
TEAD4	12	2959601
RPL13AP24	12	3072145
TSPAN9	12	3107448
TSPAN9-IT1	12	3149797
RPS27P3	12	3211917
LINC02827	12	3300698
LINC02417	12	3366899
PRMT8	12	3491221
RNU6-174P	12	3726327
CRACR2A	12	3753139
OTUD4P1	12	3839459
PARP11	12	3873375
PARP11-AS1	12	3899008
LINC03141	12	4013434
HSPA8P5	12	4097451
CCND2	12	4273719
CCND2-AS1	12	4275458
TIGAR	12	4321213
FGF23	12	4377060
FGF6	12	4444219
FERRY3	12	4538468
RAD51AP1	12	4538876
DYRK4	12	4590101
AKAP3	12	4649034
NDUFA9	12	4649114
GAU1	12	4720102
GALNT8	12	4754881
KCNA6	12	4809334
KCNA6-AS1	12	4830711
KCNA1	12	4910954
KCNA5	12	5043879
LINC02443	12	5244186
NTF3	12	5463628
ANO2	12	5741123
RN7SL69P	12	6095970
VWF	12	6124660
CD9	12	6200374
ATP5MFP5	12	6270425
PLEKHG6	12	6310871
TNFRSF1A	12	6342026
RN7SL391P	12	6344554
SCNN1A	12	6375379
LTBR	12	6384182
RPL31P10	12	6410013
SRP14P1	12	6438498
CD27	12	6444971
CD27-AS1	12	6451517
TAPBPL	12	6452113
VAMP1-AS1	12	6466537
VAMP1	12	6470645
MRPL51	12	6493718
NCAPD2	12	6494096
SCARNA10	12	6510222
GAPDH-DT	12	6533568
GAPDH	12	6534524
IFFO1	12	6556043
NOP2	12	6568285
CHD4-AS1	12	6578622
SCARNA11	12	6581609
CHD4	12	6606340
LPAR5	12	6635959
ACRBP	12	6647402
ING4	12	6663113
ZNF384	12	6689294
PIANP	12	6700430
RNU6-781P	12	6709452
COPS7A	12	6724130
MLF2	12	6753093
PTMS	12	6766363
LAG3	12	6772515
RN7SL380P	12	6784161
CD4	12	6789536
GPR162	12	6821829
P3H3	12	6829828
GNB3	12	6840971
CDCA3	12	6851260
USP5	12	6852145
TPI1	12	6867817
SPSB2	12	6873341
RPL13P5	12	6883996
DSTNP2	12	6884898
LRRC23	12	6904841
ENO2	12	6914591
ATN1	12	6928293
C12orf57	12	6943659
RNU7-1	12	6943816
PTPN6	12	6951320
MIR200CHG	12	6963162
MIR200C	12	6963699
MIR141	12	6964097
SCARNA12	12	6967606
PHB2	12	6970684
EMG1	12	6970911
LPCAT3	12	7018475
C1S	12	7060735
C1R	12	7092441
C1RL-AS1	12	7108459
C1RL	12	7109162
RNU6-485P	12	7118785
RBP5	12	7128867
CLSTN3	12	7130921
PEX5	12	7189713
ACSM4	12	7307372
CD163L1	12	7391573
CD163	12	7503777
GAPDHP31	12	7566369
NIFKP3	12	7605214
APOBEC1	12	7665905
GDF3	12	7695775
DPPA3	12	7711417
CLEC4C	12	7748489
NANOGNB	12	7765649
NANOG	12	7789410
SLC2A14	12	7872880
NANOGP1	12	7892576
SLC2A3	12	7936184
HSPD1P12	12	8015024
FOXJ2	12	8033360
C3AR1	12	8066348
NECAP1	12	8082280
CLEC4A	12	8123866
POU5F1P3	12	8134849
GCSHP4	12	8142697
ZNF705A	12	8170689
FAM66C	12	8193376
DEFB109F	12	8206710
FAM90A1	12	8227601
ALG1L10P	12	8227734
FAM86FP	12	8242948
LINC02449	12	8243201
ENPP7P5	12	8308855
RPS3AP43	12	8359834
LINC00937	12	8396693
VPS51P3	12	8407195
OR7E140P	12	8415805
OR7E148P	12	8428610
OR7E149P	12	8438425
CLEC6A	12	8455962
RPL15P17	12	8460618
RNU6-275P	12	8484746
SUPT4H1P2	12	8512726
CLEC4D	12	8513503
CLEC4E	12	8540877
AICDA	12	8612846
HADHAP2	12	8634367
MFAP5	12	8662713
RIMKLB	12	8697985
RPSAP51	12	8742428
LINC02972	12	8788261
A2ML1-AS2	12	8820713
A2ML1-AS1	12	8830947
A2ML1	12	8845004
PHC1	12	8914604
M6PR	12	8949622
KLRG1	12	8970429
HNRNPA1P34	12	9029089
VDAC2P2	12	9036344
LINC00612	12	9065079
A2M-AS1	12	9065174
A2M	12	9101556
KRT17P8	12	9127783
BTG1P1	12	9135084
TPT1P12	12	9156372
PZP	12	9170107
MIR1244-3	12	9239551
PTMAP4	12	9240331
LINC00987	12	9240352
A2MP1	12	9275817
DDX12B	12	9277235
LINC02367	12	9357286
DDX12P	12	9448229
KLRB1	12	9607916
RNU6-700P	12	9624228
GOT2P3	12	9641723
CLEC2D	12	9669735
NPM1P7	12	9695384
LINC02390	12	9704077
CLECL1P	12	9733030
CD69	12	9760901
GCNAP1	12	9818025
KLRF1	12	9827521
CLEC2B	12	9869832
KLRF2	12	9881489
CLEC2A	12	9932358
LINC02470	12	9943456
CLEC12A-AS1	12	9953336
CLEC12A	12	9971425
CLEC1B	12	9999194
CLEC12B	12	10010632
CLEC9A	12	10041627
RN7SKP161	12	10084186
CLEC1A	12	10099004
HNRNPABP1	12	10111738
CLEC7A	12	10130189
OLR1	12	10169182
TMEM52B	12	10172290
GABARAPL1	12	10212883
GABARAPL1-AS1	12	10214761
KLRD1	12	10307844
LINC02617	12	10338294
LINC02598	12	10361045
KLRK1-AS1	12	10363769
KLRK1	12	10390025
KLRC4-KLRK1	12	10409549
KLRC4	12	10409677
KLRC3	12	10420572
KLRC2	12	10435993
KLRC1	12	10453353
EIF2S3B	12	10505746
SLC25A39P2	12	10551535
LINC02446	12	10553363
KLRA1P	12	10598209
MAGOHB	12	10613594
STYK1	12	10674030
YBX3	12	10722652
LINC02366	12	10750226
HSPE1P12	12	10770305
TAS2R7	12	10802627
TAS2R8	12	10807286
TAS2R9	12	10810168
TAS2R10	12	10826358
PRR4	12	10849461
TAS2R12P	12	10895882
TAS2R13	12	10909562
PRH2	12	10929236
TAS2R15P	12	10965352
TAS2R50	12	10986912
TAS2R20	12	10998304
TAS2R19	12	11022620
TAS2R31	12	11031407
PRH1	12	11047114
TAS2R63P	12	11049256
TAS2R14	12	11055418
TAS2R46	12	11062294
TAS2R64P	12	11078242
TAS2R43	12	11092313
TAS2R30	12	11134644
TAS2R18P	12	11159694
SMIM10L1	12	11171194
TAS2R42	12	11186937
PRB3	12	11269223
PRB4	12	11310435
PRB1	12	11355590
PRB2	12	11395567
HIGD1AP8	12	11481383
DDX55P1	12	11512723
RNU7-60P	12	11546479
LINC01252	12	11548078
ETV6	12	11649839
BCL2L14	12	12070935
PTMAP9	12	12111163
MIR1244-4	12	12111952
RPL21P100	12	12155262
RNU6-545P	12	12226674
LRP6	12	12266983
RNU6-318P	12	12289329
RPL23AP66	12	12338776
MANSC1	12	12350241
LOH12CR2	12	12357067
BORCS5	12	12357121
DUSP16	12	12561125
CREBL2	12	12611863
RPL21P136	12	12615907
GPR19	12	12696162
CDKN1B	12	12715058
APOLD1	12	12725931
MIR613	12	12764649
STX8P1	12	12771705
DDX47	12	12813358
RPL13AP20	12	12875499
GPRC5A	12	12892415
MIR614	12	12915829
GPRC5D-AS1	12	12927727
GPRC5D	12	12951277
HEBP1	12	13000217
HTR7P1	12	13000959
FAM234B	12	13061947
GSG1	12	13095806
EMP1	12	13198281
LINC01559	12	13376693
RNA5SP353	12	13441001
RNU6-590P	12	13459776
GRIN2B	12	13675820
RN7SKP162	12	13683542
MRPS18CP4	12	14237091
RNU6-491P	12	14250341
GNAI2P1	12	14254912
RPL30P11	12	14357517
ATF7IP	12	14385313
PLBD1-AS2	12	14530119
RN7SKP134	12	14553970
PLBD1-AS1	12	14567606
PLBD1	12	14567735
GUCY2C-AS1	12	14665639
GUCY2C	12	14696591
H4C16	12	14770276
H2AJ	12	14774419
WBP11	12	14803482
C12orf60	12	14803677
SMCO3	12	14812268
ART4	12	14843294
MGP	12	14885855
ERP27	12	14929125
ARHGDIB	12	14961280
PDE6H	12	14975352
LINC01489	12	15001820
RERG-IT1	12	15114698
RERG-AS1	12	15151923
